,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Android Ver
1245,2250,4,3.7,-0.49261546878673407,-0.6196857728304878,-0.1974166344905987,0,-0.05912229342647969,1,20,8
1246,6241,4,3.6,-1.1925259245375344,-0.6196857728304878,-0.20770653200332265,0,-0.05912229342647969,1,20,8
1247,7717,32,4.0,-0.18310995032273364,-0.6196857728304878,-0.1974166344905987,0,-0.05912229342647969,1,113,19
1248,6784,24,4.5,0.46826085413438695,-0.6196857728304878,-0.15584129100484534,0,-0.05912229342647969,1,79,14
1249,2732,29,3.9,-0.19824597061861224,-0.6196857728304878,-0.1974166344905987,0,-0.05912229342647969,1,105,17
1250,5530,25,4.5,0.6170113984214698,-0.6196857728304878,-0.1974166344905987,0,-0.05912229342647969,1,80,12
1251,2510,11,4.9,-1.23793398542517,-0.6196857728304878,-0.2078000765261656,0,-0.05912229342647969,1,37,16
1252,2897,25,3.9,-1.1732144503669306,-0.6196857728304878,-0.20770653200332265,0,-0.05912229342647969,1,80,12
1253,2928,30,4.4,-1.2029645592243472,-0.6196857728304878,-0.20770653200332265,0,-0.05912229342647969,1,107,7
1254,4605,11,3.5,-1.158078430071052,-0.6196857728304878,-0.20729077856846512,0,-0.05912229342647969,1,50,16
1255,3143,18,4.9,-1.214968989114182,-0.6196857728304878,-0.20775850118267986,0,-0.05912229342647969,1,65,16
1256,3530,29,4.2,-1.245241029705939,-0.6196857728304878,-0.2078000765261656,0,-0.05912229342647969,1,105,17
1257,4383,15,4.2,0.8873720368099222,-0.6196857728304878,-0.15584129100484534,0,-0.05912229342647969,1,60,16
1258,2232,6,3.9,-0.03540326950433209,-0.61544843486478,-0.10387211164765366,0,-0.05912229342647969,1,34,16
1259,4527,6,4.2,0.8033410275810788,-0.61544843486478,-0.15584129100484534,0,-0.05912229342647969,1,34,14
1260,3194,8,4.8,-0.46599695033536137,-0.61544843486478,-0.20261355242631787,0,-0.05912229342647969,1,37,14
1261,6226,16,4.0,-0.25722425659910475,-0.61544843486478,-0.1974166344905987,0,-0.05912229342647969,1,63,23
1262,3090,18,4.3,-0.9931480020194092,-0.61544843486478,-0.2067710867748932,0,-0.05912229342647969,1,65,7
1263,1248,23,4.4,1.2287153910687016,-0.61544843486478,-0.10387211164765366,0,-0.05912229342647969,4,78,14
1264,5952,25,4.5,-0.16901779349553633,-0.61544843486478,-0.1974166344905987,0,-0.05912229342647969,1,80,16
1265,7466,27,3.8,-0.9200775592117194,-0.61544843486478,-0.20261355242631787,0,-0.05912229342647969,4,98,16
1266,5742,29,4.1,-0.534891939268326,-0.61544843486478,-0.20261355242631787,0,-0.05912229342647969,1,105,16
1267,113,29,3.4,-0.24104437283454486,-0.61544843486478,-0.1974166344905987,0,-0.05912229342647969,1,105,9
1268,3241,10,4.7,-1.1951355832092376,-0.61544843486478,-0.20770653200332265,0,-0.05912229342647969,1,57,14
1269,7687,14,4.5,-0.35169390051476085,-0.61544843486478,-0.20261355242631787,0,-0.05912229342647969,1,109,14
1270,6817,32,3.3,-1.1977452418809407,-0.61544843486478,-0.20770653200332265,0,-0.05912229342647969,1,113,16
1271,111,11,4.3,-1.0771790112482527,-0.61544843486478,-0.2067710867748932,0,-0.05912229342647969,1,50,16
1272,2366,11,3.6,0.3873614353115875,-0.61544843486478,-0.15584129100484534,0,-0.05912229342647969,1,50,12
1273,34,24,4.0,-0.9273846034924884,-0.61544843486478,-0.2067710867748932,0,-0.05912229342647969,1,79,7
1274,5488,23,4.4,-0.5818657953589838,-0.61544843486478,-0.2067710867748932,0,-0.05912229342647969,1,78,6
1275,1510,11,4.1,-1.2050522861617097,-0.61544843486478,-0.2078000765261656,0,-0.05912229342647969,1,37,12
1276,2080,29,4.6,1.6687038431178625,-0.61544843486478,0.3118813232098799,0,-0.05912229342647969,1,105,12
1277,2411,24,3.8,-0.4091063912922314,-0.61544843486478,-0.2067710867748932,0,-0.05912229342647969,1,79,6
1278,2786,14,3.3,0.10864988917368497,-0.61544843486478,-0.1974166344905987,0,-0.05912229342647969,1,14,16
1279,2493,3,4.5,-1.2097496717707754,-0.61544843486478,-0.20770653200332265,0,-0.05912229342647969,1,18,16
1280,3044,4,4.7,-1.2123593304424787,-0.61544843486478,-0.20770653200332265,0,-0.05912229342647969,1,20,16
1281,7610,6,4.0,-0.039578723379057226,-0.61544843486478,-0.1974166344905987,0,-0.05912229342647969,1,34,12
1282,679,0,4.1,-1.1398108193691296,-0.6112110968990722,-0.20729077856846512,0,-0.05912229342647969,1,9,7
1283,4256,8,4.3,0.03453558289731387,-0.6112110968990722,-0.1974166344905987,0,-0.05912229342647969,1,37,12
1284,7155,28,4.5,-0.3663079890762988,-0.6112110968990722,-0.20261355242631787,0,-0.05912229342647969,1,99,7
1285,1086,22,4.4,-0.3772685554974523,-0.6112110968990722,-0.1974166344905987,0,-0.05912229342647969,1,74,16
1286,6494,19,4.1,-0.5750806828125554,-0.6112110968990722,-0.2067710867748932,0,-0.05912229342647969,1,68,16
1287,5551,29,3.9,-1.1820872898507215,-0.6112110968990722,-0.20729077856846512,0,-0.05912229342647969,1,105,16
1288,7138,23,4.2,-1.239499780628192,-0.6112110968990722,-0.20780527344410132,1,0.033356257330254,1,78,27
1289,7399,29,3.8,0.46304153679098053,-0.6112110968990722,-0.1974166344905987,0,-0.05912229342647969,1,105,14
1290,357,6,4.4,-0.7770682640023837,-0.6112110968990722,-0.2067710867748932,0,-0.05912229342647969,1,34,19
1291,4542,11,4.0,-0.7859411034861746,-0.6112110968990722,-0.2067710867748932,0,-0.05912229342647969,1,50,8
1292,2751,27,4.8,-0.7128706606784848,-0.6112110968990722,-0.2067710867748932,0,-0.05912229342647969,1,98,5
1293,1658,11,4.3,-0.8052525776567784,-0.6112110968990722,-0.2067710867748932,0,-0.05912229342647969,1,50,7
1294,4410,24,4.3,0.5246294814431762,-0.6112110968990722,-0.1974166344905987,0,-0.05912229342647969,1,79,12
1295,2407,11,4.5,-0.8715379079180398,-0.6112110968990722,-0.2067710867748932,0,-0.05912229342647969,1,50,16
1296,7411,29,3.6,-0.05628053887795775,-0.6112110968990722,-0.1974166344905987,0,-0.05912229342647969,1,105,8
1297,3237,18,3.6,-1.2421094392998953,-0.6112110968990722,-0.20775850118267986,0,-0.05912229342647969,1,65,12
1298,3014,14,4.6,1.4166108154313326,-0.6112110968990722,-0.15584129100484534,0,-0.05912229342647969,4,0,5
1299,4714,8,4.6,0.7255731991643233,-0.6069737589333642,-0.1974166344905987,0,-0.05912229342647969,1,37,12
1300,4737,8,4.7,0.10812795743934432,-0.6069737589333642,-0.1974166344905987,0,-0.05912229342647969,1,37,12
1301,1160,16,4.1,-0.6304054466526634,-0.6069737589333642,-0.20261355242631787,0,-0.05912229342647969,1,63,9
1302,4220,27,4.6,1.1326799519500237,-0.6069737589333642,-0.15584129100484534,0,-0.05912229342647969,1,98,16
1303,4556,27,4.4,1.4025186586041354,-0.6069737589333642,-0.10387211164765366,0,-0.05912229342647969,4,98,6
1304,8105,29,4.0,0.24696179877395497,-0.6069737589333642,-0.10387211164765366,0,-0.05912229342647969,1,105,12
1305,6021,29,4.3,0.34351916962697365,-0.6069737589333642,-0.1974166344905987,0,-0.05912229342647969,1,105,19
1306,4032,29,3.9,-0.07402621784553956,-0.6069737589333642,-0.1974166344905987,0,-0.05912229342647969,1,105,7
1307,3676,32,4.2,0.08150943898797161,-0.6069737589333642,-0.1974166344905987,0,-0.05912229342647969,1,113,16
1308,4714,11,4.6,0.7255731991643233,-0.6069737589333642,-0.1974166344905987,0,-0.05912229342647969,1,37,12
1309,215,12,2.8,-1.1873066071941278,-0.6069737589333642,-0.20770653200332265,0,-0.05912229342647969,1,58,19
1310,6080,11,4.8,-0.3010665222837186,-0.6069737589333642,-0.2067710867748932,0,-0.05912229342647969,1,37,12
1311,274,11,4.4,-1.2426313710342358,-0.6069737589333642,-0.20775850118267986,0,-0.05912229342647969,1,37,16
1312,5791,30,4.1,-1.1878285389284686,-0.6069737589333642,-0.20770653200332265,0,-0.05912229342647969,1,107,14
1313,785,28,4.1,-1.1836530850537434,-0.6069737589333642,-0.2067710867748932,0,-0.05912229342647969,1,99,12
1314,1034,11,4.7,-1.23793398542517,-0.6069737589333642,-0.20780527344410132,0,-0.05912229342647969,1,37,12
1315,1531,4,3.1,-1.2034864909586878,-0.6069737589333642,-0.20770653200332265,0,-0.05912229342647969,1,20,6
1316,3089,3,3.9,-1.2118373987081381,-0.6069737589333642,-0.20770653200332265,0,-0.05912229342647969,1,18,12
1317,1811,28,3.7,-0.9226872178834227,-0.6069737589333642,-0.2067710867748932,0,-0.05912229342647969,1,99,12
1318,7840,6,4.0,0.730270584773389,-0.6069737589333642,-0.15584129100484534,0,-0.05912229342647969,1,34,12
1319,2236,11,4.7,-0.5745587510782147,-0.6069737589333642,-0.20729077856846512,0,-0.05912229342647969,1,50,16
1320,419,25,4.3,-0.10273246323427485,-0.6069737589333642,-0.1974166344905987,0,-0.05912229342647969,1,80,23
1321,1328,11,3.9,-0.9106827879935879,-0.6069737589333642,-0.2067710867748932,0,-0.05912229342647969,4,50,16
1322,3596,23,4.2,-1.2389778488938514,-0.6069737589333642,-0.2078000765261656,0,-0.05912229342647969,1,78,8
1323,3718,11,4.1,-0.9722707326457836,-0.6069737589333642,-0.20729077856846512,0,-0.05912229342647969,1,37,14
1324,6700,1,4.3,-1.185740811991106,-0.6027364209676564,-0.2067710867748932,0,-0.05912229342647969,1,12,14
1325,1403,3,4.4,0.17389135596626515,-0.6027364209676564,-0.1974166344905987,0,-0.05912229342647969,4,18,12
1326,4731,8,4.6,0.23078191500939507,-0.6027364209676564,-0.1974166344905987,0,-0.05912229342647969,1,37,12
1327,4730,8,4.7,0.5841296991580094,-0.6027364209676564,-0.1974166344905987,0,-0.05912229342647969,1,37,12
1328,4727,8,4.7,0.648849234216249,-0.6027364209676564,-0.1974166344905987,0,-0.05912229342647969,1,37,12
1329,6652,8,4.6,0.4254624519184544,-0.6027364209676564,-0.1974166344905987,0,-0.05912229342647969,1,37,16
1330,6652,8,4.6,0.4254624519184544,-0.6027364209676564,-0.1974166344905987,0,-0.05912229342647969,1,37,16
1331,5050,20,4.6,-0.9534811902095205,-0.6027364209676564,-0.20775850118267986,1,0.31265389384387926,1,69,23
1332,5050,20,4.6,-0.9534811902095205,-0.6027364209676564,-0.20775850118267986,1,0.31265389384387926,1,69,23
1333,5795,27,4.3,1.1425966549024957,-0.6027364209676564,-0.10387211164765366,0,-0.05912229342647969,1,98,12
1334,5419,30,4.3,1.0298594002849173,-0.6027364209676564,-0.10387211164765366,0,-0.05912229342647969,1,107,16
1335,7395,29,4.5,0.7871611438165189,-0.6027364209676564,-0.1974166344905987,0,-0.05912229342647969,1,105,12
1336,2261,23,4.6,-0.41328184516695654,-0.6027364209676564,-0.1974166344905987,0,-0.05912229342647969,1,78,14
1337,5524,23,4.1,-0.07924553518894598,-0.6027364209676564,-0.1974166344905987,0,-0.05912229342647969,1,78,5
1338,7479,31,4.2,0.6300596917799859,-0.6027364209676564,-0.10387211164765366,0,-0.05912229342647969,1,110,19
1339,5890,31,4.3,0.022531153007479116,-0.6027364209676564,-0.1974166344905987,0,-0.05912229342647969,1,110,16
1340,3851,19,4.6,0.029316265553907456,-0.6027364209676564,-0.1974166344905987,0,-0.05912229342647969,1,68,12
1341,1525,11,3.6,-0.9905383433477061,-0.6027364209676564,-0.2067710867748932,0,-0.05912229342647969,1,50,16
1342,4082,23,4.6,-0.9874067529416622,-0.6027364209676564,-0.20729077856846512,0,-0.05912229342647969,1,78,19
1343,2089,23,3.9,-0.5808219318903025,-0.6027364209676564,-0.2067710867748932,0,-0.05912229342647969,1,78,12
1344,5055,27,4.6,-0.4357249097436041,-0.6027364209676564,-0.2067710867748932,0,-0.05912229342647969,3,98,14
1345,634,29,4.2,-0.9686172105053992,-0.6027364209676564,-0.2067710867748932,0,-0.05912229342647969,1,105,14
1346,263,11,4.7,-1.2290611459413792,-0.6027364209676564,-0.20770653200332265,0,-0.05912229342647969,1,37,16
1347,280,11,4.8,-1.246806824908961,-0.6027364209676564,-0.20775850118267986,0,-0.05912229342647969,1,37,16
1348,259,11,4.6,-1.2123593304424787,-0.6027364209676564,-0.20770653200332265,0,-0.05912229342647969,1,37,16
1349,276,11,4.5,-1.1340695702913826,-0.6027364209676564,-0.20729077856846512,0,-0.05912229342647969,1,37,16
1350,5617,23,4.3,0.2568785017264272,-0.6027364209676564,-0.1974166344905987,0,-0.05912229342647969,1,78,8
1351,1063,4,4.7,0.47295823974345275,-0.6027364209676564,-0.1974166344905987,0,-0.05912229342647969,1,20,16
1352,1064,4,4.8,-0.9508715315378173,-0.6027364209676564,-0.2078000765261656,1,0.18852161094893471,1,20,16
1353,1842,30,4.0,-1.104319461433966,-0.6027364209676564,-0.20770653200332265,0,-0.05912229342647969,1,107,14
1354,8123,16,4.1,-0.804208714188097,-0.6027364209676564,-0.20729077856846512,0,-0.05912229342647969,1,63,16
1355,5795,27,4.3,1.1431185866368365,-0.6027364209676564,-0.10387211164765366,0,-0.05912229342647969,1,98,12
1356,7479,31,4.2,0.6290158283113045,-0.6027364209676564,-0.10387211164765366,0,-0.05912229342647969,1,110,19
1357,2385,3,4.4,-1.1147580961207788,-0.6027364209676564,-0.20770653200332265,0,-0.05912229342647969,2,18,12
1358,5990,11,4.3,-1.1893943341314905,-0.6027364209676564,-0.20729077856846512,0,-0.05912229342647969,1,50,16
1359,5660,25,4.4,-0.8898055186199623,-0.6027364209676564,-0.20729077856846512,1,0.12645546950146244,1,80,12
1360,3644,11,3.8,-1.2123593304424787,-0.6027364209676564,-0.20775850118267986,0,-0.05912229342647969,1,37,16
1361,5806,0,4.7,-0.5051418304109094,-0.5984990830019487,-0.20261355242631787,0,-0.05912229342647969,1,9,16
1362,6286,6,4.4,0.3466507600330175,-0.5984990830019487,-0.1974166344905987,0,-0.05912229342647969,1,34,5
1363,427,7,2.8,-1.2160128525828633,-0.5984990830019487,-0.20770653200332265,0,-0.05912229342647969,4,36,14
1364,427,7,2.8,-1.2160128525828633,-0.5984990830019487,-0.20770653200332265,0,-0.05912229342647969,4,36,14
1365,427,7,2.8,-1.2160128525828633,-0.5984990830019487,-0.20770653200332265,0,-0.05912229342647969,4,36,14
1366,7569,15,4.5,-0.9785339134578713,-0.5984990830019487,-0.2067710867748932,0,-0.05912229342647969,1,60,16
1367,712,15,4.2,-0.8428316625293045,-0.5984990830019487,-0.20261355242631787,0,-0.05912229342647969,4,60,9
1368,1862,15,4.0,-0.555247276907611,-0.5984990830019487,-0.2067710867748932,0,-0.05912229342647969,1,60,23
1369,1862,15,4.0,-0.555247276907611,-0.5984990830019487,-0.2067710867748932,0,-0.05912229342647969,1,60,23
1370,7571,16,3.9,-0.3047200444241031,-0.5984990830019487,-0.1974166344905987,0,-0.05912229342647969,1,63,9
1371,2707,23,4.2,0.2422644131648892,-0.5984990830019487,-0.1974166344905987,0,-0.05912229342647969,1,78,16
1372,1228,21,4.0,-0.08603064773537432,-0.5984990830019487,-0.1974166344905987,0,-0.05912229342647969,1,73,16
1373,1144,18,4.3,-1.191482061068853,-0.5984990830019487,-0.20770653200332265,0,-0.05912229342647969,1,65,16
1374,1004,31,4.3,-0.1585791588087235,-0.5984990830019487,-0.1974166344905987,0,-0.05912229342647969,1,110,5
1375,1321,24,4.5,-0.8036867824537564,-0.5984990830019487,-0.2067710867748932,1,0.033356257330254,1,79,12
1376,1535,29,3.3,-0.9649636883650147,-0.5984990830019487,-0.2067710867748932,0,-0.05912229342647969,1,105,8
1377,5485,23,4.4,-1.1664293378205022,-0.5984990830019487,-0.2078000765261656,1,0.002323186606517862,1,78,6
1378,7001,23,4.4,-0.1538817731996577,-0.5984990830019487,-0.1974166344905987,0,-0.05912229342647969,1,78,12
1379,1246,14,4.3,-0.48008910716255865,-0.5984990830019487,-0.20770653200332265,1,0.12645546950146244,2,0,12
1380,4679,12,4.0,-0.9482618728661141,-0.5984990830019487,-0.20729077856846512,0,-0.05912229342647969,1,58,12
1381,1810,11,3.1,-1.2332365998161043,-0.5984990830019487,-0.20770653200332265,0,-0.05912229342647969,1,50,6
1382,7544,31,4.1,0.21929941685390097,-0.5984990830019487,-0.1974166344905987,0,-0.05912229342647969,1,110,8
1383,2425,11,4.0,-1.222276033394951,-0.5984990830019487,-0.20775850118267986,0,-0.05912229342647969,1,37,7
1384,2888,4,3.4,-1.2342804632847857,-0.5984990830019487,-0.20770653200332265,0,-0.05912229342647969,1,20,7
1385,5735,0,4.4,-1.1706047916952274,-0.5942617450362409,-0.20729077856846512,0,-0.05912229342647969,1,9,7
1386,3890,1,4.4,-0.9258188082894665,-0.5942617450362409,-0.20729077856846512,0,-0.05912229342647969,1,12,19
1387,4077,9,4.3,0.8581438596868461,-0.5942617450362409,-0.15584129100484534,0,-0.05912229342647969,1,50,8
1388,1872,24,4.0,0.9421748689156895,-0.5942617450362409,-0.10387211164765366,0,-0.05912229342647969,1,79,12
1389,539,31,4.3,-0.25513652966174216,-0.5942617450362409,-0.1974166344905987,0,-0.05912229342647969,1,110,19
1390,6688,19,4.3,0.15510181353000205,-0.5942617450362409,-0.1974166344905987,0,-0.05912229342647969,1,68,12
1391,4077,11,4.3,0.8570999962181649,-0.5942617450362409,-0.15584129100484534,0,-0.05912229342647969,1,50,8
1392,4905,19,3.8,-1.214968989114182,-0.5942617450362409,-0.20775850118267986,0,-0.05912229342647969,1,68,16
1393,1872,24,4.0,0.9416529371813488,-0.5942617450362409,-0.10387211164765366,0,-0.05912229342647969,1,79,12
1394,282,29,3.7,-0.494181263989756,-0.5942617450362409,-0.1974166344905987,0,-0.05912229342647969,1,105,16
1395,336,11,3.5,-1.166951269554843,-0.5942617450362409,-0.20729077856846512,0,-0.05912229342647969,1,50,12
1396,439,11,2.9,-0.6784231662120025,-0.5942617450362409,-0.2067710867748932,0,-0.05912229342647969,1,50,9
1397,1454,11,4.5,-1.1064071883713285,-0.5942617450362409,-0.20770653200332265,0,-0.05912229342647969,1,37,16
1398,7619,32,4.4,-0.21338199091449084,-0.5942617450362409,-0.2067710867748932,0,-0.05912229342647969,1,113,12
1399,3671,23,4.7,-1.2441971662372577,-0.5942617450362409,-0.2078000765261656,0,-0.05912229342647969,1,78,14
1400,1716,18,3.8,-1.21340319391116,-0.5942617450362409,-0.20775850118267986,0,-0.05912229342647969,4,65,14
1401,6244,4,4.6,-0.93677937471062,-0.5942617450362409,-0.2067710867748932,0,-0.05912229342647969,1,20,19
1402,1785,4,4.5,-0.4743478580848116,-0.5942617450362409,-0.2067710867748932,0,-0.05912229342647969,4,20,12
1403,1239,27,4.2,-1.2092277400364349,-0.5942617450362409,-0.20770653200332265,0,-0.05912229342647969,4,98,16
1404,2883,11,1.7,-0.8355246182485355,-0.5942617450362409,-0.20770653200332265,0,-0.05912229342647969,1,37,16
1405,3138,11,4.5,-1.2431533027685766,-0.5942617450362409,-0.2078000765261656,0,-0.05912229342647969,4,50,23
1406,6465,11,4.6,-1.2447190979715985,-0.5942617450362409,-0.20775850118267986,0,-0.05912229342647969,1,50,14
1407,2063,1,4.6,-1.0150691348617162,-0.590024407070533,-0.20770653200332265,0,-0.05912229342647969,1,12,14
1408,5073,5,4.4,-0.3433429927653106,-0.590024407070533,-0.1974166344905987,0,-0.05912229342647969,1,32,12
1409,6812,7,2.5,-1.1178896865268226,-0.590024407070533,-0.2067710867748932,0,-0.05912229342647969,3,36,16
1410,7646,15,4.4,0.1316148854846732,-0.590024407070533,-0.1974166344905987,0,-0.05912229342647969,1,60,16
1411,7646,15,4.4,0.1316148854846732,-0.590024407070533,-0.1974166344905987,0,-0.05912229342647969,1,60,16
1412,635,16,3.9,-0.7843753082831527,-0.590024407070533,-0.2067710867748932,0,-0.05912229342647969,1,63,9
1413,2012,11,3.8,-0.8454413212010077,-0.590024407070533,-0.2067710867748932,0,-0.05912229342647969,1,16,7
1414,7469,20,4.9,-1.2431533027685766,-0.590024407070533,-0.20775850118267986,0,-0.05912229342647969,1,69,19
1415,1881,24,4.2,0.9729688412417873,-0.590024407070533,-0.10387211164765366,0,-0.05912229342647969,1,79,12
1416,1840,25,4.0,-0.19250472154086518,-0.590024407070533,-0.1974166344905987,0,-0.05912229342647969,1,80,14
1417,2155,11,4.4,-1.166951269554843,-0.590024407070533,-0.20770653200332265,0,-0.05912229342647969,1,37,16
1418,116,18,4.5,-1.1382450241661075,-0.590024407070533,-0.20775850118267986,1,0.002323186606517862,1,65,18
1419,5678,23,4.5,-1.145030136712536,-0.590024407070533,-0.20729077856846512,0,-0.05912229342647969,1,78,16
1420,464,28,3.5,-0.7462742916762858,-0.590024407070533,-0.2067710867748932,0,-0.05912229342647969,1,99,18
1421,458,11,4.6,-1.220710238191929,-0.590024407070533,-0.20780527344410132,1,0.09542239877772629,1,101,12
1422,4973,21,4.3,-0.9613101662246302,-0.590024407070533,-0.20729077856846512,0,-0.05912229342647969,1,73,16
1423,643,12,2.3,-1.1298941164166574,-0.590024407070533,-0.20729077856846512,0,-0.05912229342647969,1,58,12
1424,4610,21,4.0,-0.5035760352078875,-0.590024407070533,-0.2067710867748932,0,-0.05912229342647969,1,73,12
1425,1017,4,3.4,-1.22958307767572,-0.590024407070533,-0.20770653200332265,0,-0.05912229342647969,1,20,8
1426,5103,12,4.1,-0.001477706772190394,-0.590024407070533,-0.20261355242631787,0,-0.05912229342647969,1,58,23
1427,2062,23,4.4,-0.32037799645432236,-0.590024407070533,-0.20261355242631787,0,-0.05912229342647969,1,78,12
1428,6247,4,4.4,0.14100965670280474,-0.590024407070533,-0.1974166344905987,0,-0.05912229342647969,1,20,16
1429,1882,24,4.6,0.2787996345687341,-0.590024407070533,-0.20261355242631787,1,0.12645546950146244,1,79,12
1430,2388,28,3.3,-1.2243637603323134,-0.590024407070533,-0.20775850118267986,0,-0.05912229342647969,1,99,25
1431,2758,14,4.0,-0.5949140887174998,-0.590024407070533,-0.20261355242631787,0,-0.05912229342647969,1,14,16
1432,7531,11,4.1,0.9667056604296996,-0.590024407070533,-0.10387211164765366,0,-0.05912229342647969,1,55,14
1433,5430,31,3.9,0.9750565681791499,-0.590024407070533,-0.10387211164765366,0,-0.05912229342647969,4,110,7
1434,4324,3,4.4,-0.7175680462875506,-0.590024407070533,-0.2067710867748932,0,-0.05912229342647969,1,18,16
1435,1140,23,4.5,-1.2092277400364349,-0.590024407070533,-0.20770653200332265,0,-0.05912229342647969,1,78,16
1436,7082,21,4.6,-1.2113154669737973,-0.590024407070533,-0.20775850118267986,0,-0.05912229342647969,1,73,19
1437,6644,7,3.5,-0.8501387068100735,-0.5857870691048251,-0.2067710867748932,0,-0.05912229342647969,3,36,17
1438,4606,16,4.0,-1.0208103839394633,-0.5857870691048251,-0.20729077856846512,0,-0.05912229342647969,1,63,9
1439,4827,16,4.0,-0.4331152510719009,-0.5857870691048251,-0.1974166344905987,0,-0.05912229342647969,1,63,9
1440,6987,20,4.4,-1.118933549995504,-0.5857870691048251,-0.20770653200332265,0,-0.05912229342647969,2,69,19
1441,5546,20,4.3,-1.1700828599608868,-0.5857870691048251,-0.20770653200332265,0,-0.05912229342647969,1,69,16
1442,1831,29,4.4,-0.8250859835617227,-0.5857870691048251,-0.2067710867748932,0,-0.05912229342647969,1,105,17
1443,4797,22,4.7,-1.2217541016606102,-0.5857870691048251,-0.20775850118267986,0,-0.05912229342647969,1,74,14
1444,1514,11,4.5,-0.4612995647262956,-0.5857870691048251,-0.2067710867748932,0,-0.05912229342647969,1,37,12
1445,5378,25,3.7,-0.13300450382603204,-0.5857870691048251,-0.1974166344905987,0,-0.05912229342647969,1,80,16
1446,7930,11,3.2,-0.18832926766614005,-0.5857870691048251,-0.1974166344905987,0,-0.05912229342647969,1,101,12
1447,5457,18,4.7,-1.228017282472698,-0.5857870691048251,-0.20770653200332265,0,-0.05912229342647969,1,65,12
1448,7936,11,3.1,-0.7384453156611762,-0.5857870691048251,-0.20261355242631787,0,-0.05912229342647969,1,101,12
1449,7960,11,3.0,-0.7457523599419452,-0.5857870691048251,-0.20261355242631787,0,-0.05912229342647969,1,101,12
1450,1694,29,4.6,0.7892488707538815,-0.5857870691048251,-0.1974166344905987,0,-0.05912229342647969,1,105,14
1451,1695,6,4.6,0.718788086617895,-0.5857870691048251,-0.15584129100484534,0,-0.05912229342647969,1,34,12
1452,4644,11,4.2,-0.6100501090133784,-0.5857870691048251,-0.20729077856846512,1,0.25058775239640696,2,3,14
1453,6701,19,4.1,0.590392879970097,-0.5857870691048251,-0.15584129100484534,0,-0.05912229342647969,4,68,12
1454,536,11,4.3,-0.7222654318966163,-0.5857870691048251,-0.20261355242631787,0,-0.05912229342647969,1,50,12
1455,2444,29,4.0,-1.191482061068853,-0.5857870691048251,-0.20770653200332265,0,-0.05912229342647969,1,105,6
1456,4702,12,4.1,-1.22958307767572,-0.5857870691048251,-0.20775850118267986,0,-0.05912229342647969,1,58,12
1457,3029,19,2.8,-1.2447190979715985,-0.5857870691048251,-0.2078000765261656,0,-0.05912229342647969,1,68,23
1458,6887,27,4.3,-0.1726713156359208,-0.5857870691048251,-0.20261355242631787,0,-0.05912229342647969,4,98,30
1459,7693,29,4.5,-0.5009663765361844,-0.5857870691048251,-0.20261355242631787,0,-0.05912229342647969,1,105,16
1460,8024,11,2.9,-0.9639198248963333,-0.5857870691048251,-0.2067710867748932,0,-0.05912229342647969,1,101,12
1461,502,3,4.6,0.8111700035961884,-0.5815497311391173,-0.15584129100484534,0,-0.05912229342647969,1,18,7
1462,3497,7,4.2,0.17650101463796836,-0.5815497311391173,-0.1974166344905987,0,-0.05912229342647969,3,36,14
1463,3497,7,4.2,0.177022946372309,-0.5815497311391173,-0.1974166344905987,0,-0.05912229342647969,3,36,14
1464,1295,10,4.5,-0.6669406680565083,-0.5815497311391173,-0.20729077856846512,0,-0.05912229342647969,1,57,16
1465,1218,16,4.0,-0.6356247639960698,-0.5815497311391173,-0.20261355242631787,0,-0.05912229342647969,1,63,9
1466,1117,20,4.2,-0.7353137252551324,-0.5815497311391173,-0.2067710867748932,0,-0.05912229342647969,1,69,12
1467,1117,20,4.2,-0.7353137252551324,-0.5815497311391173,-0.2067710867748932,0,-0.05912229342647969,1,69,12
1468,5235,29,4.1,0.43537915487092654,-0.5815497311391173,-0.10387211164765366,0,-0.05912229342647969,1,105,23
1469,7903,23,4.0,0.3247296271907106,-0.5815497311391173,-0.1974166344905987,0,-0.05912229342647969,1,78,11
1470,887,23,4.3,-0.9044196071815002,-0.5815497311391173,-0.20770653200332265,1,0.5609184596337683,1,78,5
1471,3035,25,4.0,-0.4164134355730004,-0.5815497311391173,-0.1974166344905987,0,-0.05912229342647969,1,80,12
1472,4117,15,2.9,-0.7290505444430446,-0.5815497311391173,-0.2067710867748932,0,-0.05912229342647969,1,60,19
1473,1997,11,4.2,-1.0442973119847923,-0.5815497311391173,-0.2067710867748932,0,-0.05912229342647969,1,50,12
1474,469,0,3.4,-1.0307270868919354,-0.5815497311391173,-0.2067710867748932,0,-0.05912229342647969,1,9,23
1475,7928,11,3.5,-0.022876907880156696,-0.5815497311391173,-0.1974166344905987,0,-0.05912229342647969,1,101,12
1476,3307,25,3.9,-1.191482061068853,-0.5815497311391173,-0.2078000765261656,1,0.002323186606517862,1,80,18
1477,871,27,4.8,-1.1998329688183034,-0.5815497311391173,-0.2078000765261656,0,-0.05912229342647969,1,98,16
1478,1481,11,4.4,-1.1794776311790183,-0.5815497311391173,-0.20770653200332265,0,-0.05912229342647969,1,50,12
1479,5465,14,4.5,-1.021332315673804,-0.5815497311391173,-0.20775850118267986,1,0.3747200352913515,4,2,12
